Sentiment	Text	Entity	Performance	Usability	Security	Others
n	"getRuntime().totalMemory(), refers to the total amount of memory available to the Java runtime, not the amount of memory available to your application in particular."",""Thanks.  Yes, I understand.  The answer that I referenced above seems to indicate it would."	getRuntime().totalMemory()	0	1	0	0
o	JavaFX 2.0 works well for desktop apps as well.	JavaFX	0	1	0	0
o	"You use URL_http://java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html [CODETERM3] when you need to create a mutable character sequence, usually to concatenate several character sequences together."""	StringBuilder	0	1	0	0
o	TurnOnDebuggerException can be any exception guaranteed not to be thrown anywhere else.	TurnOnDebuggerException	0	0	0	1
p	"""I like Prefuse as well, but Visual Library's api is more Swing like if you are a Swing developer."""	Prefuse	0	1	0	0
o	Have you tried URL_https://github.com/samtingleff/jchronic [jchronic] ?	jchronic	0	1	0	0
p	To Chathuranga: take a closer look at the example.  It is using a StringBuilder not a String!!,why use a StringBuilder at all?	String	0	1	0	0
o	I got the error:  Could not write JSON: Failed to convert from type [java.lang.String] to type [long],To user3476509 if it's solved you can Accept my answer	java.lang.String	0	0	0	1
o	"Agreed. I have the same problem, but in this case the the failure is ,Caused by: android.os.BadParcelableException: ClassNotFoundException when unmarshalling: android.support.v7.widget.RecyclerView$SavedState,. My RecyclerView is already coming in on an ,<include>,, so the marked answer would not solve my issue, but this does."",This worked perfectly for salving my issue with an error of ClassNotFoundException when unmarshalling: android.support.v7.widget.RecyclerView$SavedState.  +2 for not requiring me to change my layouts."	android.support.v7.widget.RecyclerView	0	0	0	1
o	"In the example here they set a page size and limit. Possibly you are being limited by default values? ,developer.rallydev.com/help/java-toolkit-rally-rest-api, From the Javadoc it does seem like the default values are 200 and 1 page though."",""What does ,projectDefects.getTotalResultSize(), give you? 200 as well?"	projectDefects.getTotalResultSize()	0	1	0	0
o	"To Grodriquez - Pint now that we are friends? :),""Please don't abuse ,IllegalStateException,. There is no state involved here."	IllegalStateException	0	0	0	1
o	"""There's one important point that wasn't mentioned before: SLF4J (and both Logback and LOG4J as the logging backend) have support for a so called Mapped Diagnostic Context (MDC, see URL_http://slf4j.org/apidocs/org/slf4j/MDC.html [javadoc] and URL_http://logback.qos.ch/manual/mdc.html [documentation] )."""	SLF4J	0	1	0	0
o	It is now located at: org.hibernate.engine.jdbc.internal.BasicFormatterImpl.	org.hibernate.engine.jdbc.internal.BasicFormatterImpl	0	0	0	1
o	"BTW, ,Diff, is ,not, the amount of used memory. It is a measurement of the precision of ,freeMemory,, i.e., the difference between the previously reported amount of ,freeMemory, and the current reported amount. You would expect it to remain fairly constant because it would be odd for the precision of ,freeMemory, to change chaotically."",""runtime.gc();, is almost unnecessary. It just hints at the JRE to start GC. But should GC be started is up to JRE."	freeMemory	0	1	0	0
o	"Based on Swing and it's mission is to create rich components for swing."""	Swing	0	0	0	1
o	"""Also, if you are developing Eclipse plugins, you will typically use SWT."""	SWT	0	1	0	0
o	I notice that there is also a library called URL_http://code.google.com/p /google-gson/ [google-gson] .	google-gson	0	0	0	1
p	"""ForGUI-intensive work, AWT feels very primitive to work with compared to Swing.Because Swing implements GUI functionality itself rather than relying on thehost OS, it can offer a richer environment on all platforms Java runs on.AWT is more limited in supplying the same functionality on all platformsbecause not all platforms implement the same-looking controls in the sameways.Swing components are called """"lightweight"""" because they do not require anative OS object to implement their functionality."""	AWT	0	0	0	1
o	I am sending data from Android app to PHP using HttpPost and HttpClient but these methods are deprecated in the new update of API 22 so i need some option to that,how about upload file to server?	HttpPost	0	1	0	0
o	"""I'm using FileUtils too, but I'm wondering what is better betwwen using FileUtils or the accepted nio answer?"""	FileUtils	0	1	0	1
o	"""The receiving code needs to be put inside a loop, so that everytime someone wants to connect to the server, the server can handle the request and then go back to waiting on serverSoc.accept()."""	serverSoc.accept()	0	1	0	0
o	For layout I would use JGoodies form layout.	JGoodies	0	1	0	0
o	"No, the link isn't works also in browser. yes it's the offical Translate API from google site (google-api-translate-java-0.97)"",""Yes, Translate is a paid service, see ,cloud.google.com/translate/v2/pricing,. If you need free translation for a site consider using the Website Translator Gadget - ,translate.google.com/manager/website,."	google-api-translate-java-0.97	0	0	0	1
o	"Hello! I have not found any POC related to Spring/REST and i couldn't get any basic config related stuff on spring boot for this library, still on research, may be i can try to get this figured out by this weekend. let me know if you have any other references or docs related to SPF4J"",""I put together a basic POC using Spring Boot and spf4j, but it's pretty hard to set up due to lack of documentation. What version of Java are you running and are you using OpenJDK or Oracle JDK?"	REST	0	1	0	0
o	"I'm getting an error with the device.getProperty.  required: org.python.core.PyObject[],java.lang.String[] found: java.lang.String"",To Harkish am also getting the same error. Can u please post jar version which u are using"	java.lang.String	0	1	0	0
o	"actually most idiots are conscious enough to cache the result of ,appointments(), in a local variable. some of them would even cache ,[].length, too. even idiots are very defensive."",""This is a tempting approach - one that I may well follow.  The frustrating thing is that I have a good no-generics design for pretty much all the API, apart from a few objects that hold lists or arrays and that people need to be able to iterate over."	appointments()	0	1	0	0
o	"Hi, after setting the Thread.sleep() to 3 seconds also, I am getting the same error. I am using Jsoup.connect(url).timeout(300*1000).get(); to get the data from url. I used timeout as well and after every call to url, i call thread.sleep(3000). This is the error ,HTTP error fetching URL. Status=503"",""To DataMiningEnthusiast If the Amazon enforces the 2 seconds rule, then it is better to obey it, and make the call after 2 seconds with sleep."	Jsoup.connect(url).timeout(300*1000).get()	0	1	0	0
o	But that was 2+ years ago and I haven't really used Netbeans heavily since so I do not know how things have changed with the latest releases.	Netbeans	0	1	0	0
o	"Is it throwing ,Exception, itself, or some unknown subclass? If the former, ,instanceof, won't do anything for you."",""If you're really lucky, the ,Exception, being thrown is a wrapper for some other exception thrown by a library they're using internally.  Does ,getCause(), return anything?  I've seen this kind of thing from too many companies that should know better.  Good luck..."	getCause()	0	0	0	1
n	So I used Gson.	Gson	0	1	0	0
n	"""Hey, I don't mean to disparage anyone's work here, but I've been making a good-faith effort to use HttpComponents since 4.0 came out and it's just not working for me."""	HttpComponents	0	1	0	0
p	"awt require javax.awt package."""	awt	0	0	0	1
n	"Hello! I have not found any POC related to Spring/REST and i couldn't get any basic config related stuff on spring boot for this library, still on research, may be i can try to get this figured out by this weekend. let me know if you have any other references or docs related to SPF4J"",""I put together a basic POC using Spring Boot and spf4j, but it's pretty hard to set up due to lack of documentation. What version of Java are you running and are you using OpenJDK or Oracle JDK?"	Spring	0	1	0	0
p	Gson will automatically convert collections to JSON arrays.	Gson	0	1	0	0
p	Read this answer about URL_http://stackoverflow.com/questions/2285045/what-scalability- problems-have-you-solved-using-a-nosql-data-store/2316921#2316921 [using- MySql-as-NoSql-storage] .	MySql-as-NoSql-storage	0	0	0	1
n	"""Feature-by-feature comparisons are all very well, but my experience of ActiveMQ (through various versions over the years) is that it is shockingly buggy, and noone seems inclined to fix those bugs."""	ActiveMQ	0	0	0	1
o	You can use the CODETERM2 annotation to flag other types (such as ServletContext or the HttpServletRequest specifically).	ServletContext	0	1	0	0
o	"Please don't abuse ,IllegalStateException,. There is no state involved here."",""To Grodriguez, offered another option, the actual choice of exception is up to the application model of course, and could opt for a state exception imho."	IllegalStateException	0	0	0	1
n	"""People used to invest lots of effort to get their AWT applications to work consistently across platforms - for instance, they may try to make calls into native code from Java."""	AWT	0	0	0	1
o	"Ok tired this and it does not bring back any errors. After this I used this code to pass it into a result. DataReadResult dataReadResult =                 Fitness.HistoryApi.readData(mClient, readRequest).await(1, TimeUnit.MINUTES); I still cant pass this into a TextView or even a toast though."",Did it get you the data?"	DataReadResult	0	0	0	1
p	"""AWTis a thin layer of code on top of the OS, whereas Swing is much larger.Swing also has very much richer functionality."""	AWT	0	1	0	1
o	should be using IOUtils.copy(inputStream, writer, encoding); unless you really,	IOUtils.copy(inputStream, writer, encoding)	0	1	0	0
o	In our company project we use LOG4j and it is very easy to use like Stephen showed in his example.We also have written our own pattern classes for LOG4j so you can create your own output file schemas.	LOG4j	0	1	0	0
n	Gson is very slow.	Gson	1	0	0	0
o	"JSONLib is awesome as a core JSON library when you just want to process all elements of a JSON."""	JSON	0	1	0	0
n	"""@james: the filter won't yield the correct result when there's a BufferedWriter above it, though the difference may not be large enough to matter."""	BufferedWriter	0	0	0	1
o	"""Java logging is not my favorit, but this could be because i use log4j from the beginning."""	log4j	0	1	0	0
o	GSon uses the same design protocol JSON.org went with when developing JSONObject and JSONArray.	JSON.org	0	1	0	0
